	canny	fast	hessian	lbp	shape_index	structure
450	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00507122 -0.03268542 -0.03631309 ..., -0.0095633  -0.00915698
 -0.00313483]"	[ 769.  769.  768. ...,   32.   48.   56.]	"[ 0.53563664  0.73178158  0.80856101 ...,  0.67366164  0.66509921
  0.56494575]"	"[ 2.54457278  2.9552922   3.30630119 ...,  0.60141334  0.46927938
  0.37492177]"
451	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00481944 -0.03077126 -0.03518983 ...,  0.00044317  0.00064325
  0.00477741]"	[ 256.    0.    0. ...,   24.   56.   56.]	"[ 0.53615762  0.73159388  0.81659912 ...,  0.45686162  0.4347624
  0.17355048]"	"[ 2.21474486  2.57257917  2.88234148 ...,  0.04454052  0.04545531
  0.04240256]"
452	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.02148423 -0.04209088 -0.01834761 ..., -0.01007739 -0.00940884
 -0.00083921]"	[  0.   0.   0. ...,   0.   0.  48.]	"[ 0.72405428  0.94388402  0.71534316 ...,  0.75051969  0.69880576
  0.51745844]"	"[ 1.20538938  1.0806751   1.00579268 ...,  0.40749239  0.3558974
  0.30191569]"
453	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00066581 -0.01542225 -0.01764396 ..., -0.00459436 -0.00370011
 -0.00031514]"	[ 769.  769.  769. ...,    0.    8.    8.]	"[ 0.50919763  0.71109006  0.75584975 ...,  0.8052345   0.70901334
  0.51784085]"	"[ 0.75239703  0.90217913  1.07055936 ...,  0.0526928   0.04629442
  0.03896621]"
454	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ -4.76325395e-03  -3.21515532e-02  -3.61656958e-02 ...,   1.63456499e-03
   8.47801291e-05  -6.20093758e-05]"	[ 256.  256.  256. ...,   56.   56.   56.]	"[ 0.53502974  0.74273547  0.82961595 ..., -0.22479098  0.41828049
  0.54569207]"	"[  2.33530688e+00   2.69107718e+00   2.96287397e+00 ...,   8.25339332e-04
   4.20239196e-04   3.90832527e-04]"
455	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00294043  0.00383205  0.00579045 ..., -0.00461761 -0.00727677
 -0.00225874]"	[  1.   0.   0. ...,  48.  56.  48.]	"[ 0.0961215  -0.03084905 -0.02222897 ...,  0.68493184  0.74359542
  0.57525009]"	"[ 0.01141701  0.01834162  0.03664388 ...,  0.1602412   0.14017895
  0.12395048]"
456	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00434234 -0.02925091 -0.03262693 ..., -0.03607109 -0.02907259
 -0.00608366]"	[ 769.  769.  769. ...,   40.    8.    8.]	"[ 0.53359267  0.72823896  0.8055384  ...,  0.91566984  0.76829621
  0.55481326]"	"[ 2.08815424  2.42298501  2.71848535 ...,  1.51634587  1.45882675
  1.3245971 ]"
457	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00036117 -0.01314296 -0.01636925 ..., -0.00975011 -0.01252834
 -0.00559406]"	[ 513.    0.    1. ...,   32.   32.   32.]	"[ 0.50565928  0.71266492  0.82486985 ...,  0.62661562  0.67489441
  0.59111655]"	"[ 0.5104409   0.57502503  0.64360682 ...,  1.11475066  0.83567043
  0.57420211]"
458	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00150264 -0.00454991 -0.00329448 ..., -0.01739311 -0.01601428
 -0.00301402]"	[ 769.  769.  769. ...,   32.   32.   32.]	"[ 0.5772958   0.73996059  0.71805084 ...,  0.78621761  0.72750748
  0.54374434]"	"[ 0.04616917  0.05404728  0.05837149 ...,  0.76036652  0.66857185
  0.57482377]"
459	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00410384 -0.02187695 -0.02186407 ..., -0.00637273 -0.01051781
 -0.0033793 ]"	[ 769.  769.  257. ...,   16.   16.   16.]	"[ 0.55110432  0.77941859  0.83652047 ...,  0.63749246  0.7179733
  0.57053552]"	"[ 0.80771825  0.91319045  0.98266215 ...,  0.57111387  0.48140641
  0.41360241]"
460	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00266199 -0.00712908 -0.00946445 ..., -0.01240443 -0.01105483
 -0.00316999]"	[ 769.  769.  512. ...,    8.    8.    8.]	"[ 0.45040452  0.62626615  0.67202826 ...,  0.77300288  0.71836771
  0.56818853]"	"[ 0.39321547  0.51905681  0.65452958 ...,  0.38818217  0.32177199
  0.27963618]"
461	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00160417 -0.01295075 -0.01458484 ..., -0.00057625 -0.00052192
 -0.00010608]"	[ 513.  513.  513. ...,   48.   48.   48.]	"[ 0.52723195  0.72282867  0.80117243 ...,  0.79876212  0.71850985
  0.54353351]"	"[ 0.44315644  0.51491815  0.57978071 ...,  0.0008598   0.00076667
  0.00065479]"
462	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.011772   -0.0152847  -0.00530654 ..., -0.01045067 -0.00825071
 -0.00061738]"	[ 513.  513.  769. ...,    8.    8.    8.]	"[ 0.7218257   0.77046074  0.66349242 ...,  0.79599599  0.69433273
  0.5146015 ]"	[ 0.21808803  0.24256576  0.24357896 ...,  0.29676122  0.258483    0.2168462 ]
463	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00131539 -0.01015783 -0.01149232 ..., -0.04231128 -0.03609149
 -0.00595064]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.52873134  0.72312813  0.80053068 ...,  0.84410935  0.73578897
  0.53824077]"	"[ 0.25917628  0.30364243  0.34136017 ...,  3.81586342  3.4867624
  3.04575467]"
464	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.01402689 -0.03421918 -0.02659632 ..., -0.03774753 -0.03372151 -0.005152  ]	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.64602323  0.85727309  0.84904782 ...,  0.80987387  0.7308213
  0.53502459]"	"[ 1.17609475  1.28825423  1.31864096 ...,  3.51682154  3.1398819
  2.70833366]"
465	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00716439 -0.04479042 -0.04962301 ..., -0.04922773 -0.0446016
 -0.00709076]"	[   0.  256.  256. ...,   24.   56.   56.]	"[ 0.53676445  0.73168772  0.80801878 ...,  0.80653136  0.7313263
  0.53645965]"	"[ 4.75337852  5.5142562   6.17236337 ...,  6.15961084  5.49991163
  4.74050989]"
466	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.0027071  -0.00777903 -0.00664922 ..., -0.02256531 -0.02031966
 -0.00258187]"	[ 769.  769.  769. ...,   56.   56.   56.]	"[ 0.46559593  0.60813055  0.6280482  ...,  0.80795627  0.72870084
  0.52844174]"	"[ 0.65423611  0.75908386  0.88035136 ...,  1.33531687  1.19352305
  1.03538283]"
467	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00560841 -0.03449721 -0.03787606 ..., -0.03578575 -0.03269591
 -0.00503985]"	[  0.   0.   0. ...,  56.  24.   8.]	"[ 0.53731674  0.73136773  0.80239991 ...,  0.80305547  0.72902838
  0.5348747 ]"	"[ 2.84594857  3.30955875  3.71438454 ...,  3.35822682  3.00167987
  2.58893122]"
468	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00778221 -0.02740387 -0.02654765 ..., -0.0083298  -0.01535645
 -0.00468386]"	[ 513.  512.  256. ...,   56.   48.   56.]	"[ 0.5904073   0.81142834  0.88762362 ...,  0.69840941  0.78622614
  0.5800979 ]"	"[ 0.82536358  0.89629246  0.92687036 ...,  0.55143227  0.51137237
  0.47351532]"
469	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00556429 -0.02106735 -0.02223307 ..., -0.00563608 -0.01306089
 -0.00352155]"	[ 512.  512.    0. ...,   48.   32.   40.]	"[ 0.57652035  0.7865581   0.86798664 ...,  0.69205903  0.93279166
  0.60736786]"	"[ 0.64338788  0.7179143   0.77305147 ...,  0.16935512  0.17351365
  0.16948436]"
470	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00734183 -0.04477477 -0.05018778 ..., -0.00969094 -0.00686514
 -0.00079287]"	[  0.   0.   0. ...,  24.  24.  56.]	"[ 0.53778361  0.73211673  0.81320604 ...,  0.89161442  0.74082754
  0.52877765]"	"[ 4.71212556  5.45669212  6.11094775 ...,  0.12620741  0.11392874
  0.09774723]"
471	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00719328 -0.04495567 -0.04981392 ..., -0.04981392 -0.04495567
 -0.00719328]"	[ 769.  769.  769. ...,   56.   56.   56.]	"[ 0.53680222  0.73183853  0.80827128 ...,  0.80827128  0.73183853
  0.53680222]"	"[ 4.78310667  5.54827107  6.20970491 ...,  6.20970491  5.54827107
  4.78310667]"
472	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.001403   -0.0105001  -0.01247809 ..., -0.04999132 -0.04696451
 -0.00896067]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.53094117  0.73490962  0.83525802 ...,  0.81367896  0.75437827
  0.54832867]"	"[ 0.25836078  0.29740206  0.33085839 ...,  5.6466261   5.05557017
  4.37300599]"
473	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00385603 -0.02306782 -0.02574719 ..., -0.02178172 -0.01897654
 -0.0034454 ]"	[ 512.  513.  769. ...,    0.    0.    8.]	"[ 0.53839437  0.73102373  0.81099842 ...,  0.83282638  0.74220232
  0.54380048]"	"[ 1.26370174  1.4645686   1.6404009  ...,  1.00500465  0.90267491
  0.78351308]"
474	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00133416 -0.00636333 -0.0074659  ..., -0.04935865 -0.03574259
 -0.00519618]"	[ 769.  769.  769. ...,   24.   24.   24.]	"[ 0.47012318  0.64540044  0.69987276 ...,  0.9239546   0.75097285
  0.53618247]"	"[ 0.25751992  0.30266644  0.3606569  ...,  3.09655982  2.88088889
  2.53927214]"
475	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00447189 -0.02848357 -0.03191214 ..., -0.01293317 -0.01385772
 -0.00365249]"	[ 513.  513.  513. ...,   56.   56.   56.]	"[ 0.5357906   0.72800357  0.80454331 ...,  0.79028881  0.76934042
  0.57116164]"	"[ 1.97638634  2.29808637  2.59633165 ...,  0.44644108  0.39773816
  0.34226677]"
476	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.00325383 -0.02331428 -0.02774225 ..., -0.02408627 -0.0201748  -0.0023338 ]	[  0.   0.   0. ...,  24.  24.  24.]	"[ 0.53414552  0.7460096   0.83506    ...,  0.82438304  0.72108026
  0.52539301]"	"[ 1.1729352   1.36376317  1.51445442 ...,  1.27586246  1.13902323
  0.97417614]"
477	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00663115 -0.03502659 -0.03972116 ..., -0.02979938 -0.02689146
 -0.00418627]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.54582612  0.74185575  0.82707305 ...,  0.80232298  0.7287353
  0.53541572]"	"[ 2.61657812  3.03310015  3.36631662 ...,  2.26445286  2.01753486
  1.73107445]"
478	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00159823 -0.01136757 -0.0126363  ..., -0.00460689 -0.00225773
  0.0023069 ]"	[ 768.  513.  512. ...,   56.   56.   56.]	"[ 0.53059701  0.7192048   0.79335083 ...,  0.6387831   0.56796658
  0.42591115]"	"[ 0.33495345  0.39055692  0.44128961 ...,  0.23694178  0.18316395
  0.13232644]"
479	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00351958 -0.00542782 -0.00162355 ..., -0.04993643 -0.04499013
 -0.00720515]"	[ 512.  256.  768. ...,   16.   48.   48.]	"[ 0.73228592  0.87851967  0.65124429 ...,  0.80885608  0.73192111
  0.53685816]"	"[ 0.03150132  0.0334139   0.03296106 ...,  6.20953197  5.5480282
  4.78306582]"
480	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[ 0.00169893  0.00020751 -0.00121318 ...,  0.          0.          0.        ]	[  769.   769.   768. ...,  1023.  1023.  1023.]	"[ 0.2690627   0.47077599  0.73047347 ...,         nan         nan
         nan]"	[ 0.00520209  0.0051907   0.00470038 ...,  0.          0.          0.        ]
481	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00314914 -0.01702481 -0.01849957 ..., -0.01017997 -0.00525989
  0.00060017]"	[ 513.  513.  513. ...,    0.    0.   24.]	"[ 0.54460339  0.7428181   0.81223843 ...,  0.93584747  0.69797859
  0.47673612]"	"[ 0.62350443  0.71445577  0.79742462 ...,  0.10835715  0.09727019
  0.08258429]"
482	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01347544 -0.04912584 -0.04909123 ..., -0.03158234 -0.03369653
 -0.01252358]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.57918099  0.78751089  0.82975585 ...,  0.8117221   0.76887081
  0.60252354]"	"[ 3.56230437  4.03476502  4.35881353 ...,  2.17604286  2.01205079
  1.7206993 ]"
483	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00276318 -0.01170155 -0.01988594 ..., -0.01719077 -0.0151556
 -0.00305094]"	[ 0.  0.  0. ...,  8.  8.  8.]	"[ 0.45666775  0.68959134  0.83445533 ...,  0.84759109  0.75083759
  0.54979157]"	"[ 0.59248524  0.71738937  0.85205015 ...,  0.58660532  0.53579389
  0.46387219]"
484	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00455359 -0.02945593 -0.0308311  ..., -0.04542477 -0.05193592
 -0.02092963]"	[ 769.  769.  256. ...,    0.    0.    0.]	"[ 0.53430695  0.72551175  0.78788353 ...,  0.84841348  0.86833204
  0.65470197]"	"[ 2.17901979  2.52564157  2.83389939 ...,  2.62314821  2.50396711
  2.29832871]"
485	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00056003 -0.00489602 -0.00558642 ..., -0.0117357  -0.01343074
 -0.00400949]"	[ 256.  256.  256. ...,   56.   56.   56.]	"[ 0.5246739   0.71656052  0.79533482 ...,  0.79241458  0.76382315
  0.57774287]"	"[ 0.06408286  0.07458576  0.08444059 ...,  0.40315816  0.37063949
  0.32959492]"
486	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00053857 -0.00681061 -0.00758446 ..., -0.00391547 -0.00161745
  0.00078157]"	[ 769.  257.  257. ...,   48.   48.   48.]	"[ 0.48875814  0.64527363  0.70437186 ...,  0.85624031  0.64187089
  0.42691425]"	"[ 0.24759688  0.29485271  0.34857799 ...,  0.02077038  0.01768943
  0.01395466]"
487	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0012602  -0.0073825  -0.00800025 ..., -0.009896   -0.01066478
 -0.00226175]"	[ 513.  513.  769. ...,   56.   48.   48.]	"[ 0.5388667   0.73092714  0.80182176 ...,  0.7596546   0.73841845
  0.55017644]"	"[ 0.13130902  0.15262335  0.17018548 ...,  0.34418843  0.30664374
  0.26329844]"
488	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00294126 -0.02509304 -0.01543325 ..., -0.03861129 -0.03457969
 -0.00517094]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.53527932  0.84024947  0.72645479 ...,  0.80887166  0.72995083
  0.53403162]"	"[ 0.90072157  1.02378541  0.99910112 ...,  3.75571484  3.35580706
  2.89056787]"
489	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00108882 -0.00966784 -0.00974911 ..., -0.00349433 -0.0032147
 -0.00104719]"	[ 769.  769.  769. ...,   48.   48.   48.]	"[ 0.52333245  0.7106463   0.75461027 ...,  0.69892677  0.68643614
  0.56645992]"	[ 0.27801977  0.32859228  0.37366932 ...,  0.06636032  0.05321264  0.041505  ]
490	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.004757   -0.02875528 -0.0327865  ..., -0.00035435 -0.00484269
 -0.0012261 ]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.53942465  0.73856716  0.8224227  ...,  0.51181294  0.64908866
  0.5388242 ]"	"[ 1.83405137  2.13471804  2.37994637 ...,  0.22189988  0.18210916
  0.15012782]"
491	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00038267 -0.00589216 -0.00744062 ..., -0.01034993 -0.01106363
 -0.00209458]"	[ 769.  769.  512. ...,   56.   56.   56.]	"[ 0.51507048  0.72975938  0.8353486  ...,  0.75694233  0.73025171
  0.54293447]"	"[ 0.08507174  0.09897926  0.11156405 ...,  0.4023834   0.35534038
  0.30624959]"
492	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.01388836 -0.0037307  -0.01853494 ..., -0.05378146 -0.02270657
  0.01264366]"	[ 769.  769.  769. ...,   24.   24.   56.]	"[ 0.36774116  0.53565664  0.68632324 ...,  0.94303214  0.65436374
  0.41184625]"	"[ 1.51894068  2.01105986  2.56038975 ...,  2.52553036  2.33328847
  2.13827993]"
493	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00559322 -0.03775696 -0.04136293 ..., -0.05768709 -0.04050301
 -0.00114197]"	[ 513.    0.    1. ...,    0.    0.    8.]	"[ 0.53228281  0.71781542  0.78043532 ...,  0.86913246  0.72624039
  0.50640103]"	"[ 3.7898967   4.45605202  5.08239281 ...,  5.44613847  4.88900104
  4.18473692]"
494	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00800081 -0.04373269 -0.04642913 ..., -0.0160761  -0.01348058
 -0.00110965]"	[  1.   1.   1. ...,   8.   8.  56.]	"[ 0.54280148  0.73224243  0.78748791 ...,  0.79102989  0.71394131
  0.51771383]"	"[ 4.077542    4.81236529  5.38136854 ...,  0.74031628  0.64951858
  0.55514849]"
495	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00053548 -0.0087481  -0.00989147 ...,  0.02708625  0.00417941
  0.00349459]"	[ 769.  769.  769. ...,   56.   56.   56.]	"[ 0.48954803  0.67663462  0.72504479 ...,  0.1201653   0.42972357
  0.44307843]"	"[ 0.36969281  0.43905382  0.5199841  ...,  1.135497    0.73153412
  0.56216137]"
496	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00477783 -0.01928197 -0.0238899  ..., -0.0193891  -0.01550771
 -0.0004095 ]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.56608352  0.7686425   0.88984229 ...,  0.78390609  0.69392544
  0.50514834]"	"[ 0.67737907  0.77723073  0.84181106 ...,  1.09134164  0.94825022
  0.78722702]"
497	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00476907 -0.03503864 -0.03950028 ..., -0.03657934 -0.03626793
 -0.00764693]"	[ 769.  769.  769. ...,   56.   40.   16.]	"[ 0.53047201  0.72682185  0.80818102 ...,  0.79431381  0.74430809
  0.55110472]"	"[ 3.06359077  3.5519593   3.97601097 ...,  3.71956066  3.33189892
  2.88868526]"
498	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00751926 -0.04491713 -0.04893429 ..., -0.00033447 -0.01047922
 -0.00629106]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.53862937  0.73308946  0.80526532 ...,  0.51821485  0.97993886
  0.77778795]"	"[ 4.7592171   5.50298087  6.15678236 ...,  0.09630588  0.10327177
  0.08156122]"
499	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00763326 -0.04455639 -0.04794285 ..., -0.00315412 -0.00265168
 -0.00012605]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.53955494  0.73410395  0.80493654 ...,  0.74814128  0.67821449
  0.50850029]"	"[ 4.64426528  5.37093086  5.98911378 ...,  0.03972617  0.03373814
  0.02822084]"
500	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00158369 -0.00130677 -0.00118577 ..., -0.03644175 -0.03381909
 -0.00569587]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.40677605  0.58168685  0.58867661 ...,  0.79603785  0.73060805
  0.53857368]"	"[ 0.04220616  0.04971057  0.06260308 ...,  3.60794532  3.20686817
  2.75447821]"
501	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0048732  -0.01596309 -0.01501347 ..., -0.00241113 -0.00159626
  0.00010663]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.59424627  0.81461971  0.85225289 ...,  0.92877701  0.78184825
  0.4804968 ]"	"[ 0.354559    0.39548197  0.41256651 ...,  0.00700231  0.00659709
  0.0058523 ]"
502	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00695494 -0.04398217 -0.04897627 ..., -0.04224823 -0.03826432
 -0.00640444]"	[ 256.  256.  256. ...,    0.    0.   16.]	"[ 0.53645249  0.73266608  0.81129223 ...,  0.81014229  0.73430513
  0.53897141]"	"[ 4.56786401  5.28974756  5.91715298 ...,  4.37755892  3.91805704
  3.38217047]"
503	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	[-0.00726376 -0.04417553 -0.04978068 ..., -0.03688696 -0.03094713 -0.000489  ]	[ 0.  0.  0. ...,  8.  8.  8.]	"[ 0.53803637  0.73265189  0.8145057  ...,  0.82237001  0.72006085
  0.50329817]"	"[ 4.5275947   5.24952258  5.86175259 ...,  3.31029477  3.01400555
  2.51444115]"
504	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0018599  -0.00562069 -0.00675128 ..., -0.01672151 -0.01486719
 -0.00147261]"	[   0.    0.  512. ...,   24.   24.   24.]	"[ 0.60123183  0.7896838   0.8992656  ...,  0.78928012  0.71349286
  0.52068933]"	"[ 0.03923651  0.04498911  0.04863736 ...,  0.8474129   0.75074416
  0.64022747]"
505	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00825787 -0.04618337 -0.05049285 ..., -0.02635594 -0.0215151
  0.00120249]"	[  0.   0.   0. ...,  56.  56.  56.]	"[ 0.54231188  0.73701921  0.80649097 ...,  0.74263159  0.67523228
  0.49009662]"	"[ 4.75163019  5.51746547  6.16690815 ...,  2.63546794  2.22513803
  1.87794885]"
506	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00552141 -0.02467003 -0.02744388 ..., -0.04327182 -0.0357129
 -0.00594183]"	[  0.   0.   0. ...,  32.  32.  48.]	"[ 0.55661881  0.75053801  0.82952124 ...,  0.86977686  0.80189294
  0.55330912]"	"[ 1.19889342  1.38597054  1.54170639 ...,  2.30488053  2.1369533
  1.84920555]"
507	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00254919 -0.02206712 -0.02878156 ..., -0.03711972 -0.03271415
 -0.00156057]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.48030875  0.68025161  0.79064975 ...,  0.77172371  0.69687564
  0.50898139]"	"[ 2.1216633   2.43435484  2.76208406 ...,  4.90338723  4.29613704
  3.67616848]"
508	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.0347389  -0.0375013  -0.00852428 ..., -0.04560093 -0.04308488
 -0.00918353]"	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.88504595  0.84614418  0.59820927 ...,  0.79237022  0.72838639
  0.54906646]"	"[ 0.75272187  0.78508119  0.83881512 ...,  5.50208072  4.9045449
  4.21327234]"
509	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[ 0.00167304 -0.00411868 -0.00737051 ..., -0.00098665 -0.01181872
 -0.00713819]"	[ 769.  769.  769. ...,    0.    0.    0.]	"[ 0.4484257   0.6470402   0.88748097 ...,  0.53642407  0.84970208
  0.67188905]"	"[ 0.1147381   0.12609663  0.13909164 ...,  0.28682028  0.3118318
  0.26045066]"
510	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00289043 -0.01104201 -0.0101453  ..., -0.0270254  -0.02929741
 -0.00879017]"	[  0.   0.   0. ...,  48.  48.  40.]	"[ 0.58019144  0.81965651  0.86484944 ...,  0.82886409  0.81039009
  0.59433072]"	"[ 0.15308231  0.15775605  0.16065718 ...,  1.47501639  1.36484528
  1.20169557]"
511	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00521109 -0.0257161  -0.02788697 ..., -0.0039196  -0.00334316
 -0.00054199]"	[  1.   0.   0. ...,  48.  48.  32.]	"[ 0.54847116  0.73737381  0.80356028 ...,  0.82578777  0.73347656
  0.53853456]"	"[ 1.44869207  1.69098059  1.9019548  ...,  0.03320908  0.03008108
  0.02545169]"
512	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[  4.85345497e-05  -5.88709852e-03  -8.24582629e-03 ...,  -4.36433563e-02
  -4.44341254e-02  -1.31409539e-02]"	[ 513.  513.  513. ...,   32.   32.   32.]	"[ 0.49830855  0.70582827  0.83759774 ...,  0.8037606   0.76893741
  0.58160487]"	"[ 0.09826264  0.11794293  0.13146347 ...,  4.54329657  4.03996899
  3.44497952]"
513	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.00552072 -0.03910368 -0.04414441 ..., -0.00505616 -0.0050735
 -0.00049437]"	[ 769.  257.  257. ...,   56.   56.   56.]	"[ 0.53173428  0.7269767   0.80793198 ...,  0.7819015   0.71956727
  0.52061994]"	"[ 3.77985374  4.38786809  4.92123053 ...,  0.08921849  0.0809495
  0.07070333]"
514	[0 0 0 ..., 0 0 0]	[ 0.  0.  0. ...,  0.  0.  0.]	"[-0.01258966 -0.03853099 -0.00813118 ..., -0.01549818  0.00182774
  0.01395656]"	[ 256.  256.  769. ...,    0.    0.    0.]	"[ 0.60997268  0.89483216  0.60697996 ...,  0.74515111  0.47156577
  0.2758471 ]"	"[ 1.92364028  1.70313536  1.66787439 ...,  0.7868834   0.63519499
  0.43363806]"
